SURVEYR,BYCOND,descrip_E,descrip_F,DEMCODE,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_POSITIVE_OR_LEAST_NEGATIVE,NEUTRAL_OR_MIDDLE_CATEGORY,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSCOUNT,INDICATORID,SUBINDICATORID,FACTORS,QUES_TYPE
2020,D118I = 2,"Persons with a disability, cognitive disability not selected","Personnes en situation de handicap, trouble cognitif non sélectionnée",1108,Q17,30,31,17,11,9,0,1,62,17,21,62,3.62,66,338,3,7,Persons with a disability,2
2022,D118J = 1,"Persons with a disability, intellectual disability","Personnes en situation de handicap, handicap intellectuel",1109,Q17,19,48,14,8,11,0,0,68,14,18,68,3.58,65,20,3,7,Persons with a disability,2
2020,D118J = 1,"Persons with a disability, intellectual disability","Personnes en situation de handicap, handicap intellectuel",1109,Q17,,,,,,,,,,,,,,,3,7,Persons with a disability,2
2022,D118J = 2,"Persons with a disability, intellectual disability not selected","Personnes en situation de handicap, handicap intellectuel non sélectionnée",1110,Q17,37,28,17,8,10,0,0,64,17,18,64,3.72,68,665,3,7,Persons with a disability,2
2020,D118J = 2,"Persons with a disability, intellectual disability not selected","Personnes en situation de handicap, handicap intellectuel non sélectionnée",1110,Q17,,,,,,,,,,,,,,,3,7,Persons with a disability,2
2022,D118K = 1,"Persons with a disability, other disability","Personnes en situation de handicap, autre handicap",1111,Q17,55,22,14,0,9,0,0,77,14,9,77,4.14,79,10,3,7,Persons with a disability,2
2020,D118K = 1,"Persons with a disability, other disability","Personnes en situation de handicap, autre handicap",1111,Q17,33,19,25,11,12,0,0,52,25,23,52,3.5,62,56,3,7,Persons with a disability,2
2022,D118K = 2,"Persons with a disability, other disability not selected","Personnes en situation de handicap, autre handicap non sélectionnée",1112,Q17,36,28,17,8,10,0,0,64,17,18,64,3.71,68,675,3,7,Persons with a disability,2
2020,D118K = 2,"Persons with a disability, other disability not selected","Personnes en situation de handicap, autre handicap non sélectionnée",1112,Q17,30,32,18,10,10,0,1,62,18,20,62,3.62,65,337,3,7,Persons with a disability,2
2022,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q17,39,33,16,8,5,0,1,72,16,13,72,3.94,74,4550,3,7,Persons with a disability,2
2020,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q17,32,33,18,9,7,0,0,66,18,16,66,3.75,69,4774,3,7,Persons with a disability,2
2019,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q17,39,33,16,7,4,0,0,72,17,12,72,3.95,74,4999,3,7,Persons with a disability,2
2018,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q17,38,33,16,8,5,0,1,71,16,12,71,3.92,73,4059,3,7,Persons with a disability,2
2022,D119 = 1,Indigenous,Autochtone,1114,Q17,47,32,9,7,4,0,0,79,9,12,79,4.1,78,100,3,7,Indigenous and Non-Indigenous Identity,2
2020,D119 = 1,Indigenous,Autochtone,1114,Q17,35,35,18,10,2,1,0,70,18,12,70,3.92,73,98,3,7,Indigenous and Non-Indigenous Identity,2
2019,D119 = 1,Indigenous,Autochtone,1114,Q17,40,32,15,6,6,0,1,73,15,12,73,3.95,74,137,3,7,Indigenous and Non-Indigenous Identity,2
2018,D119 = 1,Indigenous,Autochtone,1114,Q17,36,37,9,12,5,1,0,74,9,17,74,3.87,72,128,3,7,Indigenous and Non-Indigenous Identity,2
2022,D119A = 1,First Nations,Premières Nations,1115,Q17,45,25,9,13,7,0,0,71,9,20,71,3.89,72,40,3,7,Indigenous and Non-Indigenous Identity,2
2020,D119A = 1,First Nations,Premières Nations,1115,Q17,,,,,,,,,,,,,,,3,7,Indigenous and Non-Indigenous Identity,2
2019,D119A = 1,First Nations,Premières Nations,1115,Q17,,,,,,,,,,,,,,,3,7,Indigenous and Non-Indigenous Identity,2
2022,D119B = 1,Inuk (Inuit),Inuk (Inuit),1116,Q17,X,X,X,X,X,X,X,X,X,X,X,X,X,,3,7,Indigenous and Non-Indigenous Identity,2
2020,D119B = 1,Inuk (Inuit),Inuk (Inuit),1116,Q17,,,,,,,,,,,,,,,3,7,Indigenous and Non-Indigenous Identity,2
2019,D119B = 1,Inuk (Inuit),Inuk (Inuit),1116,Q17,,,,,,,,,,,,,,,3,7,Indigenous and Non-Indigenous Identity,2
2022,D119C = 1,Métis,Métis,1117,Q17,47,38,9,5,1,0,0,85,9,6,85,4.25,81,55,3,7,Indigenous and Non-Indigenous Identity,2
2020,D119C = 1,Métis,Métis,1117,Q17,42,39,8,9,2,0,0,81,8,11,81,4.1,78,51,3,7,Indigenous and Non-Indigenous Identity,2
2019,D119C = 1,Métis,Métis,1117,Q17,39,30,19,6,7,0,0,68,19,13,68,3.87,72,68,3,7,Indigenous and Non-Indigenous Identity,2
2022,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q17,38,32,16,8,6,0,1,71,16,13,71,3.9,73,5255,3,7,Indigenous and Non-Indigenous Identity,2
2020,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q17,32,33,18,9,7,0,0,65,18,16,65,3.74,69,5050,3,7,Indigenous and Non-Indigenous Identity,2
2019,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q17,38,33,17,7,4,0,0,72,17,12,72,3.94,74,5212,3,7,Indigenous and Non-Indigenous Identity,2
2018,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q17,38,33,17,8,5,0,1,71,17,13,71,3.91,73,4191,3,7,Indigenous and Non-Indigenous Identity,2
2022,D120_2 = 1,"Racialized, non-Indigenous population","Racisé, population non-autochtones",1119,Q17,42,33,15,6,3,0,0,75,16,9,75,4.04,76,1435,3,7,Racial Group,2
2022,D120_2 = 2,"Non-racialized, non-Indigenous population","Non-racisé, population non-autochtones",1120,Q17,37,32,16,8,6,0,1,69,16,15,69,3.85,71,3455,3,7,Racial Group,2
2022,D120_1 = 1,Black,Noir,1121,Q17,39,36,14,6,4,0,0,76,14,10,76,4.01,75,240,3,7,Racial Group,2
2022,D120_1 = 2,East/Southeast Asian,Est-asiatique / Asiatique du Sud-Est,1122,Q17,45,30,16,6,3,0,0,75,16,8,75,4.09,77,545,3,7,Racial Group,2
2022,D120_1 = 3,Latino/Latina/Latinx,Latino / Latina / Latinx,1123,Q17,42,36,15,5,2,0,0,78,15,7,78,4.12,78,70,3,7,Racial Group,2
2022,D120_1 = 4,Middle Eastern,Moyen-oriental,1124,Q17,40,34,15,5,6,0,0,74,15,11,74,3.98,75,210,3,7,Racial Group,2
2022,D120_1 = 5,South Asian,Sud-asiatique,1125,Q17,41,36,13,7,3,0,0,77,13,10,77,4.06,77,235,3,7,Racial Group,2
2022,D120_1 = 6,"Racialized group, not included elsewhere","Groupe racisé, non inclus ailleurs",1126,Q17,35,35,17,8,6,0,0,70,17,14,70,3.85,71,95,3,7,Racial Group,2
2022,D120_1 = 7,Multiple racialized groups,Groupes racisés multiples,1127,Q17,44,32,22,3,0,0,0,75,22,3,75,4.16,79,40,3,7,Racial Group,2
2022,D121 = 1,Eastern Africa,Afrique de l'Est,1128,Q17,33,44,13,7,3,0,0,77,13,10,77,3.97,74,65,3,7,Ethnic Region,2
2022,D121 = 2,Northern Africa,Afrique du Nord,1129,Q17,38,41,12,4,5,0,0,79,12,9,79,4.03,76,70,3,7,Ethnic Region,2
2022,D121 = 3,Western Africa,Afrique de l'Ouest,1130,Q17,52,28,7,9,3,0,0,80,7,12,80,4.17,79,50,3,7,Ethnic Region,2
2022,D121 = 5,Middle Africa,Afrique centrale,1132,Q17,42,36,13,3,5,0,0,78,13,8,78,4.07,77,30,3,7,Ethnic Region,2
2022,D121 = 6,Central America,Amérique centrale,1133,Q17,45,25,24,3,3,0,0,70,24,6,70,4.05,76,25,3,7,Ethnic Region,2
2022,D121 = 7,South America,Amérique du Sud,1134,Q17,44,26,19,7,4,0,0,69,19,11,69,3.97,74,40,3,7,Ethnic Region,2
2022,D121 = 8,Central Asia,Asie centrale,1135,Q17,X,X,X,X,X,X,X,X,X,X,X,X,X,,3,7,Ethnic Region,2
2022,D121 = 9,Eastern Asia,Asie de l'Est,1136,Q17,42,32,18,5,3,0,0,74,18,8,74,4.06,77,355,3,7,Ethnic Region,2
2022,D121 = 10,Southern Asia,Asie du Sud,1137,Q17,41,36,14,8,2,0,0,77,14,10,77,4.05,76,280,3,7,Ethnic Region,2
2022,D121 = 11,South-eastern Asia,Asie du Sud-Est,1138,Q17,55,20,17,4,4,0,0,75,17,8,75,4.17,79,95,3,7,Ethnic Region,2
2022,D121 = 12,Western Asia,Asie de l'Ouest,1139,Q17,42,34,13,6,5,1,0,76,13,11,76,4.03,76,130,3,7,Ethnic Region,2
2022,D121 = 13,Caribbean,Caraïbes,1140,Q17,38,34,17,4,7,0,0,71,17,11,71,3.91,73,95,3,7,Ethnic Region,2
2022,D121 = 14,Eastern Europe,Europe de l'Est,1141,Q17,42,34,15,6,3,0,0,76,15,9,76,4.06,77,255,3,7,Ethnic Region,2
2022,D121 = 15,Northern Europe,Europe du Nord,1142,Q17,36,32,16,9,7,0,0,68,16,16,68,3.8,70,810,3,7,Ethnic Region,2
2022,D121 = 16,Southern Europe,Europe du Sud,1143,Q17,35,31,22,10,2,0,1,66,22,12,66,3.87,72,190,3,7,Ethnic Region,2
2022,D121 = 17,Western Europe,Europe de l'Ouest,1144,Q17,31,32,18,10,8,0,1,64,18,17,64,3.71,68,555,3,7,Ethnic Region,2
2022,D121 = 18,Oceania,Océanie,1145,Q17,X,X,X,X,X,X,X,X,X,X,X,X,X,,3,7,Ethnic Region,2
2022,D121 = 19,Ethnic Origin not included elsewhere,Origine ethnique non incluse ailleurs,1146,Q17,39,30,14,8,9,0,0,69,14,16,69,3.83,71,255,3,7,Ethnic Region,2
2022,D121 = 20,"Two or more Ethnic Origins, Africa only","Deux origines ou plus, Afrique seulement",1147,Q17,X,X,X,X,X,X,X,X,X,X,X,X,X,,3,7,Ethnic Region,2
2022,D121 = 21,"Two or more Ethnic Origins, Asia only","Deux origines ou plus, Asie seulement",1148,Q17,61,28,11,0,0,0,0,89,11,0,89,4.49,87,20,3,7,Ethnic Region,2
2022,D121 = 22,"Two or more Ethnic Origins, Europe only","Deux origines ou plus, Europe seulement",1149,Q17,42,30,14,7,6,0,1,72,14,13,72,3.95,74,475,3,7,Ethnic Region,2
2022,D121 = 23,"Two or more Ethnic Origins, Other","Deux origines ou plus, Autre",1150,Q17,43,33,14,6,3,0,1,76,14,9,76,4.07,77,165,3,7,Ethnic Region,2
2022,D122 = 1,Identifies as 2SLGBTQIA+,S'identifie comme 2ELGBTQIA+,1151,Q17,43,30,16,5,6,0,0,73,16,11,73,3.99,75,370,3,7,2SLGBTQIA+ Identification,2
2022,D122A = 1,2SLGBTQIA+: Two-spirit,2ELGBTQIA+ : Deux esprits,1152,Q17,X,X,X,X,X,X,X,X,X,X,X,X,X,,3,7,2SLGBTQIA+ Identification,2
2022,D122B = 1,2SLGBTQIA+: Lesbian,2ELGBTQIA+ : Lesbienne,1153,Q17,53,24,11,12,0,0,0,77,11,12,77,4.17,79,40,3,7,2SLGBTQIA+ Identification,2
2022,D122C = 1,2SLGBTQIA+: Gay,2ELGBTQIA+ : Gaie,1154,Q17,40,30,17,5,8,0,0,70,17,14,70,3.88,72,115,3,7,2SLGBTQIA+ Identification,2
2022,D122D = 1,2SLGBTQIA+: Bisexual,2ELGBTQIA+ : Bisexuelle,1155,Q17,38,34,21,2,4,0,0,73,21,6,73,4,75,145,3,7,2SLGBTQIA+ Identification,2
2022,D122E = 1,2SLGBTQIA+: Transgender,2ELGBTQIA+ : Transgenre,1156,Q17,41,32,5,9,13,0,0,73,5,22,73,3.8,70,15,3,7,2SLGBTQIA+ Identification,2
2022,D122F = 1,2SLGBTQIA+: Queer,2ELGBTQIA+ : Queer,1157,Q17,33,36,14,9,9,0,0,69,14,17,69,3.76,69,75,3,7,2SLGBTQIA+ Identification,2
2022,D122G = 1,2SLGBTQIA+: Questioning,2ELGBTQIA+ : En questionnement,1158,Q17,35,37,17,4,7,0,0,72,17,11,72,3.89,72,25,3,7,2SLGBTQIA+ Identification,2
2022,D122H = 1,2SLGBTQIA+: Intersex,2ELGBTQIA+ : Intersexuée,1159,Q17,X,X,X,X,X,X,X,X,X,X,X,X,X,,3,7,2SLGBTQIA+ Identification,2
2022,D122I = 1,2SLGBTQIA+: Asexual,2ELGBTQIA+ : Asexuelle,1160,Q17,55,24,19,2,0,0,0,78,19,2,78,4.31,83,30,3,7,2SLGBTQIA+ Identification,2
2022,D122J = 1,2SLGBTQIA+: Another identity,2ELGBTQIA+ : Autre identité,1161,Q17,29,41,19,3,8,0,0,71,19,10,71,3.82,71,25,3,7,2SLGBTQIA+ Identification,2
2022,D122 = 2,Does not identify as 2SLGBTQIA+,Ne s'identifie pas comme 2ELGBTQIA+,1162,Q17,38,32,16,8,5,0,0,71,16,13,71,3.9,73,4845,3,7,2SLGBTQIA+ Identification,2
2022,D120_1 = 8,White,Blanche,1979,Q17,37,32,16,8,6,0,1,69,16,15,69,3.85,71,3455,3,7,Racial Group,2
2022,Q117 = 1,Man,Homme,1087,Q18a,8,23,37,21,9,1,2,30,38,32,32,2.99,50,1715,4,10,Gender,2
2020,Q117 = 1,Man,Homme,1087,Q18a,8,22,38,21,9,1,1,30,39,31,31,3,50,1613,4,10,Gender,2
2019,Q117 = 1,Man,Homme,1087,Q18a,8,22,37,23,9,1,1,32,38,30,30,3.02,50,1770,4,10,Gender,2
2018,Q117 = 1,Man,Homme,1087,Q18a,9,22,36,20,10,1,2,30,37,32,32,2.99,50,1458,4,10,Gender,2
2022,Q117 = 2,Woman,Femme,1088,Q18a,10,22,35,18,11,1,3,31,36,33,33,2.99,50,3480,4,10,Gender,2
2020,Q117 = 2,Woman,Femme,1088,Q18a,8,23,37,21,9,1,1,30,38,32,32,2.99,50,3505,4,10,Gender,2
2019,Q117 = 2,Woman,Femme,1088,Q18a,9,23,36,20,10,1,1,30,37,33,33,2.98,49,3546,4,10,Gender,2
2018,Q117 = 2,Woman,Femme,1088,Q18a,9,23,36,20,8,1,2,29,37,34,34,2.94,48,2810,4,10,Gender,2
2022,Q117 = 3,Another gender,Un autre genre,1089,Q18a,9,28,59,4,0,0,0,4,59,36,36,2.59,40,20,4,10,Gender,2
2020,Q117 = 3,Another gender,Un autre genre,1089,Q18a,7,14,41,15,9,7,8,28,47,25,25,3.06,52,14,4,10,Gender,2
2019,Q117 = 3,Another gender,Un autre genre,1089,Q18a,0,25,45,21,9,0,0,30,45,25,25,3.15,54,11,4,10,Gender,2
2018,Q117 = 3,Another gender,Un autre genre,1089,Q18a,16,37,31,10,0,5,0,10,33,57,57,2.37,34,16,4,10,Gender,2
2022,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q18a,13,28,31,17,8,1,2,26,32,42,42,2.8,45,685,4,10,Persons with a disability,2
2020,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q18a,12,24,37,17,7,1,2,25,38,37,37,2.84,46,393,4,10,Persons with a disability,2
2019,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q18a,13,23,35,17,9,1,1,27,35,37,37,2.86,46,335,4,10,Persons with a disability,2
2018,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q18a,10,29,32,15,10,1,4,26,33,40,40,2.86,47,269,4,10,Persons with a disability,2
2022,D118A = 1,"Persons with a disability, seeing disability","Personnes en situation de handicap, trouble de la vision",1091,Q18a,11,29,44,12,2,0,2,14,44,41,41,2.64,41,45,4,10,Persons with a disability,2
